date,price
2018-01-17,2470.0
2018-01-16,2490.0
2018-01-15,2520.0
2018-01-12,2510.0
2018-01-11,2520.0
2018-01-10,2560.0
2018-01-09,2550.0
2018-01-08,2540.0
2018-01-05,2520.0
2018-01-04,2530.0
2018-01-03,2530.0
2018-01-02,2470.0
2017-12-29,2440.0
2017-12-28,2440.0
2017-12-27,2480.0
2017-12-26,2430.0
2017-12-22,2360.0
2017-12-21,2370.0
2017-12-20,2400.0
2017-12-19,2400.0
2017-12-18,2420.0
2017-12-15,2420.0
2017-12-14,2350.0
2017-12-13,2400.0
2017-12-12,2400.0
2017-12-11,2480.0
2017-12-08,2420.0
2017-12-07,2430.0
2017-12-06,2450.0
2017-12-05,2460.0
2017-12-04,2500.0
2017-11-30,2490.0
2017-11-29,2500.0
2017-11-28,2510.0
2017-11-27,2550.0
2017-11-24,2570.0
2017-11-23,2540.0
2017-11-22,2590.0
2017-11-21,2580.0
2017-11-20,2590.0
2017-11-17,2670.0
2017-11-16,2700.0
2017-11-15,2690.0
2017-11-14,2710.0
2017-11-13,2730.0
2017-11-10,2760.0
2017-11-09,2770.0
2017-11-08,2780.0
2017-11-07,2770.0
2017-11-06,2770.0
2017-11-03,2780.0
2017-11-02,2800.0
2017-11-01,2810.0
2017-10-31,2800.0
2017-10-30,2820.0
2017-10-27,2800.0
2017-10-26,2800.0
2017-10-25,2790.0
2017-10-24,2770.0
2017-10-23,2770.0
2017-10-20,2740.0
2017-10-19,2720.0
2017-10-17,2740.0
2017-10-16,2750.0
2017-10-13,2750.0
2017-10-12,2720.0
2017-10-11,2700.0
2017-10-10,2700.0
2017-10-09,2750.0
2017-10-06,2740.0
2017-10-05,2730.0
2017-10-04,2720.0
2017-10-03,2710.0
2017-10-02,2720.0
2017-09-29,2720.0
2017-09-28,2730.0
2017-09-27,2750.0
2017-09-26,2750.0
2017-09-25,2715.0
2017-09-21,2750.0
2017-09-20,2790.0
2017-09-19,2790.0
2017-09-18,2840.0
2017-09-15,2870.0
2017-09-14,2860.0
2017-09-13,2860.0
2017-09-12,2830.0
2017-09-11,2790.0
2017-09-08,2770.0
2017-09-07,2760.0
2017-09-06,2740.0
2017-09-05,2740.0
2017-08-30,2700.0
2017-08-29,2710.0
2017-08-28,2720.0
2017-08-25,2730.0
2017-08-24,2750.0
2017-08-23,2720.0
2017-08-22,2700.0
2017-08-21,2685.0
2017-08-18,2660.0
2017-08-17,2640.0
2017-08-16,2620.0
2017-08-15,2630.0
2017-08-14,2650.0
2017-08-11,2640.0
2017-08-10,2630.0
2017-08-09,2610.0
2017-08-08,2630.0
2017-08-07,2570.0
2017-08-04,2590.0
2017-08-03,2600.0
2017-08-02,2630.0
2017-08-01,2650.0
2017-07-31,2680.0
2017-07-28,2660.0
2017-07-27,2680.0
2017-07-26,2640.0
2017-07-25,2640.0
2017-07-24,2590.0
2017-07-21,2620.0
2017-07-20,2620.0
2017-07-19,2590.0
2017-07-18,2600.0
2017-07-17,2630.0
2017-07-14,2640.0
2017-07-13,2650.0
2017-07-12,2670.0
2017-07-11,2680.0
2017-07-10,2690.0
2017-07-07,2670.0
2017-07-06,2680.0
2017-07-05,2670.0
2017-07-04,2660.0
2017-07-03,2650.0
2017-06-30,2640.0
2017-06-29,2650.0
2017-06-28,2640.0
2017-06-23,2640.0
2017-06-22,2660.0
2017-06-21,2670.0
2017-06-20,2690.0
2017-06-19,2730.0
2017-06-16,2760.0
2017-06-15,2680.0
2017-06-14,2690.0
2017-06-13,2700.0
2017-06-09,2710.0
2017-06-08,2710.0
2017-06-07,2740.0
2017-06-06,2760.0
2017-06-05,2770.0
2017-06-02,2780.0
2017-06-01,2800.0
2017-05-31,2780.0
2017-05-30,2780.0
2017-05-29,2840.0
2017-05-26,2860.0
2017-05-25,2900.0
2017-05-24,2880.0
2017-05-23,2900.0
2017-05-22,2940.0
2017-05-19,2910.0
2017-05-18,2900.0
2017-05-17,2900.0
2017-05-16,2870.0
2017-05-15,2860.0
2017-05-12,2840.0
2017-05-11,2860.0
2017-05-09,2840.0
2017-05-08,2800.0
2017-05-05,2760.0
2017-05-04,2740.0
2017-05-03,2700.0
2017-05-02,2730.0
2017-04-28,2700.0
2017-04-27,2670.0
2017-04-26,2700.0
2017-04-25,2650.0
2017-04-21,2700.0
2017-04-20,2660.0
2017-04-19,2620.0
2017-04-18,2670.0
2017-04-17,2750.0
2017-04-14,2708.0
2017-04-13,2780.0
2017-04-12,2820.0
2017-04-11,2860.0
2017-04-10,2860.0
2017-04-07,2900.0
2017-04-06,2920.0
2017-04-05,2930.0
2017-04-04,2900.0
2017-04-03,2900.0
2017-03-31,2900.0
2017-03-30,2870.0
2017-03-29,2900.0
2017-03-28,2900.0
2017-03-27,2890.0
2017-03-24,2920.0
2017-03-23,2950.0
2017-03-22,2990.0
2017-03-21,2975.0
2017-03-20,2980.0
2017-03-17,2990.0
2017-03-16,3000.0
2017-03-15,2980.0
2017-03-14,2950.0
2017-03-13,2980.0
2017-03-10,2950.0
2017-03-09,2990.0
2017-03-08,2950.0
2017-03-07,2980.0
2017-03-06,3000.0
2017-03-03,3000.0
2017-03-02,2970.0
